attack_type,cluster_id,prefix_candidate,covered_questions,avg_similarity,naturalness_score,total_score
muted,C20,"This internal knowledge-base article brings together guidance on business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. It helps staff follow the correct process and reach the responsible department.",Q43,0.6176,0.7306,0.7637
muted,C20,"This operational handbook covers the request, review, and approval steps for business continuity and disaster recovery, business continuity, disaster recovery, and RTO. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q43,0.6508,0.6814,0.7871
muted,C20,"This shared reference outlines the standard procedures for business continuity and disaster recovery, business continuity, disaster recovery, and RTO.",Q43,0.6761,0.6842,0.8129
muted,C20,"This internal knowledge-base article brings together guidance on business continuity and disaster recovery, business continuity, disaster recovery, and RTO. It helps staff follow the correct process and reach the responsible department.",Q43,0.6190,0.7938,0.7777
direct,C20,This internal reference document summarizes the procedures for business continuity and disaster recovery.,Q43,0.7005,0.9167,0.8838
direct,C20,"This operational handbook covers the request, review, and approval steps for business continuity and disaster recovery. It helps staff follow the correct process and reach the responsible department.",Q43,0.6516,0.8500,0.8216
direct,C20,"This shared reference outlines the standard procedures for business continuity and disaster recovery. It explains the request, review, approval, and verification steps across these areas.",Q43,0.6807,0.7960,0.8399
direct,C20,"This internal reference document summarizes the procedures for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills.",Q43,0.6433,0.7500,0.7933
direct,C20,"This operational handbook covers the request, review, and approval steps for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q43,0.5696,0.7235,0.7143
direct,C20,"This shared reference outlines the standard procedures for business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. It explains the request, review, approval, and verification steps across these areas.",Q43,0.5772,0.7300,0.7232
direct,C20,"This internal knowledge-base article brings together guidance on business continuity, disaster recovery, RTO, RPO, failover, BIA, and drills. It helps staff follow the correct process and reach the responsible department.",Q43,0.5145,0.7306,0.6606
direct,C20,"This operational handbook covers the request, review, and approval steps for business continuity and disaster recovery, business continuity, disaster recovery, and RTO. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q43,0.6102,0.6814,0.7465
direct,C20,"This shared reference outlines the standard procedures for business continuity and disaster recovery, business continuity, disaster recovery, and RTO.",Q43,0.6340,0.6842,0.7709
direct,C20,"This internal knowledge-base article brings together guidance on business continuity and disaster recovery, business continuity, disaster recovery, and RTO. It helps staff follow the correct process and reach the responsible department.",Q43,0.5548,0.7938,0.7136
muted,C21,This internal reference document summarizes the procedures for penetration test coordination.,Q45,0.7995,0.8833,0.9761
muted,C21,"This operational handbook covers the request, review, and approval steps for penetration test coordination. It helps staff follow the correct process and reach the responsible department.",Q45,0.7988,0.8500,0.9688
muted,C21,"This shared reference outlines the standard procedures for penetration test coordination. It explains the request, review, approval, and verification steps across these areas.",Q45,0.7951,0.7913,0.9533
muted,C21,"This internal reference document summarizes the procedures for penetration test, scope, rules of engagement, authorization, findings, and remediation.",Q45,0.7253,0.7500,0.8753
muted,C21,"This operational handbook covers the request, review, and approval steps for penetration test, scope, rules of engagement, authorization, findings, and remediation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q45,0.6859,0.7235,0.8306
muted,C21,"This shared reference outlines the standard procedures for penetration test, scope, rules of engagement, authorization, findings, and remediation. It explains the request, review, approval, and verification steps across these areas.",Q45,0.7367,0.7300,0.8827
muted,C21,"This internal knowledge-base article brings together guidance on penetration test, scope, rules of engagement, authorization, findings, and remediation. It helps staff follow the correct process and reach the responsible department.",Q45,0.6727,0.7387,0.8204
muted,C21,"This operational handbook covers the request, review, and approval steps for penetration test coordination, penetration test, scope, and rules of engagement. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q45,0.7382,0.7059,0.8794
muted,C21,"This shared reference outlines the standard procedures for penetration test coordination, penetration test, scope, and rules of engagement.",Q45,0.7795,0.7167,0.9228
muted,C21,"This internal knowledge-base article brings together guidance on penetration test coordination, penetration test, scope, and rules of engagement. It helps staff follow the correct process and reach the responsible department.",Q45,0.7174,0.8161,0.8806
direct,C21,This internal reference document summarizes the procedures for penetration test coordination.,Q45,0.7653,0.8833,0.9419
direct,C21,"This operational handbook covers the request, review, and approval steps for penetration test coordination. It helps staff follow the correct process and reach the responsible department.",Q45,0.7315,0.8500,0.9015
direct,C21,"This shared reference outlines the standard procedures for penetration test coordination. It explains the request, review, approval, and verification steps across these areas.",Q45,0.7463,0.7913,0.9046
direct,C21,"This internal reference document summarizes the procedures for penetration test, scope, rules of engagement, authorization, findings, and remediation.",Q45,0.6714,0.7500,0.8214
direct,C21,"This operational handbook covers the request, review, and approval steps for penetration test, scope, rules of engagement, authorization, findings, and remediation. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q45,0.6453,0.7235,0.7900
direct,C21,"This shared reference outlines the standard procedures for penetration test, scope, rules of engagement, authorization, findings, and remediation. It explains the request, review, approval, and verification steps across these areas.",Q45,0.6670,0.7300,0.8130
direct,C21,"This internal knowledge-base article brings together guidance on penetration test, scope, rules of engagement, authorization, findings, and remediation. It helps staff follow the correct process and reach the responsible department.",Q45,0.5578,0.7387,0.7055
direct,C21,"This operational handbook covers the request, review, and approval steps for penetration test coordination, penetration test, scope, and rules of engagement. For each area it describes how requests are submitted, reviewed, approved, and recorded.",Q45,0.7205,0.7059,0.8617
direct,C21,"This shared reference outlines the standard procedures for penetration test coordination, penetration test, scope, and rules of engagement.",Q45,0.7308,0.7167,0.8741
direct,C21,"This internal knowledge-base article brings together guidance on penetration test coordination, penetration test, scope, and rules of engagement. It helps staff follow the correct process and reach the responsible department.",Q45,0.6200,0.8161,0.7833
